Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1079516,-,-,-,43.65,-79.38,-5,93,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2015,1,1,0,30,-6,0,0,0,4,-10,0,0,0,0,73.08,159.28,0.09071999788284302,1000.0,0.34800000000000003,70.10000000000001,10.3
2015,1,1,1,30,-6,0,0,0,4,-9,0,0,0,0,74.38,154.93,0.09071999788284302,1000.0,0.352,68.9,10.3
2015,1,1,2,30,-5,0,0,0,4,-9,0,0,0,0,70.73,146.4,0.09071999788284302,1000.0,0.373,68.2,10.0
2015,1,1,3,30,-5,0,0,0,4,-9,0,0,0,0,73.15,136.19,0.09071999788284302,1000.0,0.40800000000000003,67.10000000000001,9.700000000000001
2015,1,1,4,30,-5,0,0,0,7,-8,0,0,0,0,74.98,125.42,0.09071999788284302,1000.0,0.452,64.2,9.600000000000001
2015,1,1,5,30,-4,0,0,0,7,-8,0,0,0,0,71.02,114.61,0.09071999788284302,1000.0,0.486,60.0,9.8
2015,1,1,6,30,-4,0,0,0,7,-8,0,0,0,0,72.28,104.09,0.09071999788284302,1000.0,0.495,57.0,10.4
2015,1,1,7,30,-4,0,0,0,7,-8,0,0,0,0,73.65,94.13,0.09071999788284302,1000.0,0.496,56.800000000000004,10.8
2015,1,1,8,30,-4,34,278,58,7,-7,7,0,4,7,74.89,85.07000000000001,0.09071999788284302,1000.0,0.517,57.5,10.8
2015,1,1,9,30,-3,66,559,189,7,-7,51,0,0,51,70.3,77.32000000000001,0.09071999788284302,990.0,0.562,58.1,10.9
2015,1,1,10,30,-3,84,677,300,7,-7,125,37,0,137,70.46000000000001,71.34,0.09071999788284302,990.0,0.625,60.1,11.100000000000001
2015,1,1,11,30,-3,91,737,371,4,-7,134,5,0,136,69.81,67.66,0.09071999788284302,990.0,0.685,62.800000000000004,11.200000000000001
2015,1,1,12,30,-3,88,765,391,8,-7,168,199,0,247,69.13,66.66,0.09071999788284302,990.0,0.725,65.5,11.0
2015,1,1,13,30,-3,82,751,358,7,-7,112,0,0,112,69.33,68.48,0.09071999788284302,990.0,0.746,66.5,10.8
2015,1,1,14,30,-2,72,685,273,8,-7,106,7,0,109,65.25,72.89,0.09071999788284302,990.0,0.752,67.7,10.5
2015,1,1,15,30,-2,53,541,152,8,-7,52,0,0,52,66.73,79.45,0.09071999788284302,990.0,0.758,69.2,10.200000000000001
2015,1,1,16,30,-2,18,178,26,4,-6,9,0,4,9,68.93,87.63,0.09071999788284302,990.0,0.764,69.2,10.0
2015,1,1,17,30,-2,0,0,0,4,-6,0,0,0,0,71.94,96.99000000000001,0.09071999788284302,990.0,0.758,68.10000000000001,9.9
2015,1,1,18,30,-1,0,0,0,8,-5,0,0,0,0,69.87,107.15,0.09071999788284302,990.0,0.742,67.10000000000001,9.8
2015,1,1,19,30,-1,0,0,0,8,-5,0,0,0,0,72.72,117.79,0.09071999788284302,990.0,0.724,68.10000000000001,9.700000000000001
2015,1,1,20,30,-1,0,0,0,4,-4,0,0,0,0,75.04,128.62,0.09071999788284302,1000.0,0.7010000000000001,70.3,9.600000000000001
2015,1,1,21,30,-1,0,0,0,4,-4,0,0,0,0,76.78,139.28,0.09071999788284302,1000.0,0.673,72.9,9.4
2015,1,1,22,30,-1,0,0,0,4,-4,0,0,0,0,77.64,149.14000000000001,0.09071999788284302,1000.0,0.654,75.5,9.200000000000001
2015,1,1,23,30,-1,0,0,0,4,-4,0,0,0,0,78.88,156.75,0.09071999788284302,1000.0,0.645,77.4,8.8
2015,1,2,0,30,-1,0,0,0,4,-4,0,0,0,0,79.91,159.21,0.09071999788284302,1000.0,0.631,79.80000000000001,8.3
2015,1,2,1,30,-1,0,0,0,4,-3,0,0,0,0,80.44,154.91,0.09071999788284302,1000.0,0.603,84.10000000000001,7.7
2015,1,2,2,30,-1,0,0,0,8,-4,0,0,0,0,79.67,146.41,0.09071999788284302,1000.0,0.5750000000000001,90.5,7.2
2015,1,2,3,30,-1,0,0,0,4,-4,0,0,0,0,77.5,136.22,0.09071999788284302,1000.0,0.554,98.4,6.9
2015,1,2,4,30,-1,0,0,0,4,-5,0,0,0,0,74.11,125.46000000000001,0.09071999788284302,1000.0,0.531,106.4,6.800000000000001
2015,1,2,5,30,-2,0,0,0,4,-5,0,0,0,0,75.59,114.64,0.09071999788284302,1000.0,0.507,112.10000000000001,6.6000000000000005
