Date,Open,High,Low,Close,Volume,HML,PCT
2011-06-23,38.0,39.0,36.5,39.0,2548771.0,6.8493150684931505,2.631578947368421
2011-06-24,38.75,39.15,36.84,37.25,837700.0,6.270358306188911,-3.870967741935484
2011-06-27,36.69,37.95,36.59,37.65,447600.0,3.7168625307461034,2.6165167620605096
2011-06-28,38.34,39.99,37.7,38.7,2075900.0,6.074270557029175,0.9389671361502332
2011-06-29,39.0,40.97,38.7,40.07,1847600.0,5.86563307493539,2.7435897435897445
2011-06-30,40.67,42.0,40.175,41.4,1512800.0,4.542626011201003,1.7949348414064343
2011-07-01,41.2,47.43,41.0,42.2,4167100.0,15.682926829268293,2.4271844660194173
2011-07-05,42.21,43.0,41.65,42.21,5911500.0,3.2412965186074465,0.0
2011-07-06,41.6,42.25,41.01,41.89,5491500.0,3.0236527676176594,0.6971153846153826
2011-07-07,42.19,43.26,41.705,41.78,8353800.0,3.7285697158614073,-0.9717942640436041
2011-07-08,40.8,42.6,40.52,41.41,8208500.0,5.1332675222112485,1.495098039215685
2011-07-11,40.79,40.79,39.51,40.1,4747600.0,3.239686155403698,-1.691591076244172
2011-07-12,39.86,40.99,39.44,40.48,4005600.0,3.93002028397567,1.5554440541896575
2011-07-13,40.52,41.24,39.24,39.96,5821400.0,5.09683995922528,-1.3820335636722663
2011-07-14,39.97,40.02,38.21,38.64,5764200.0,4.736979848207282,-3.327495621716283
2011-07-15,39.0,39.47,38.1,39.16,4969200.0,3.595800524934376,0.41025641025640147
2011-07-18,38.73,39.59,37.75,39.12,4155800.0,4.8741721854304725,1.0069713400464773
2011-07-19,39.26,39.94,39.13,39.74,3211500.0,2.0700230002555458,1.2226184411614978
2011-07-20,39.79,39.94,39.4,39.53,2724500.0,1.3705583756345157,-0.6534305101784318
2011-07-21,39.53,40.24,39.11,40.1,3624600.0,2.889286627461014,1.4419428282317233
2011-07-22,40.28,40.82,39.91,40.57,3322800.0,2.2801302931596186,0.7199602780536225
2011-07-25,41.25,42.12,40.65,41.37,4449300.0,3.6162361623616213,0.2909090909090847
2011-07-26,41.39,43.72,41.27,43.05,5662100.0,5.936515628786032,4.0106305870983245
2011-07-27,43.02,43.3,41.97,42.06,3499200.0,3.1689301882296834,-2.231520223152024
2011-07-28,42.43,42.94,42.19,42.78,3327300.0,1.7776724342261199,0.8248880509073803
2011-07-29,42.35,44.61,41.974,43.79,5354800.0,6.28007814361272,3.4002361275088497
2011-08-01,45.04,45.38,43.99,44.97,5759200.0,3.159809047510799,-0.15541740674955656
2011-08-02,44.53,44.9,42.25,42.33,5497800.0,6.2721893491124225,-4.940489557601623
2011-08-03,43.28,45.4,39.02,41.43,6706900.0,16.350589441312135,-4.274491682070244
2011-08-04,40.71,40.71,37.23,38.42,7688900.0,9.347300564061252,-5.625153524932447
2011-08-05,38.91,39.22,33.44,37.31,6174300.0,17.284688995215316,-4.112053456694923
2011-08-08,35.24,36.0,29.48,32.33,8271500.0,22.116689280868385,-8.25766174801363
2011-08-09,33.07,36.41,32.42,36.1,6027100.0,12.307217766810593,9.162382824312068
2011-08-10,35.55,36.84,34.12,35.12,4841300.0,7.971864009378682,-1.2095639943741203
2011-08-11,35.9,38.6,35.43,37.34,4378200.0,8.94721987016653,4.011142061281351
